,,,,,,,36057,C S,1213,10,Programming with Python,"Chekuri, Omkar Saiswaroop Varma",Jan 13 - May 2,9 out of 120,No Wait List,
C S 1213-010 -Programming with Python,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Consists of topics designated by the instructor in keeping with the student's major program. Covers materials not usually presented in the regular courses. (F, Sp)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 234,Days not available,,,,,,,,,,,
,,,,,,,17728,C S,3960,4,Honors Reading (HONORS),"Atiquzzaman, Mohammed",Jan 13 - May 9,3 out of 3,No Wait List
C S 3960-004 -Honors Reading (HONORS),,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Mohammed Atiquzzaman,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Consists of topics designated by the instructor in keeping with the student's major program. Covers materials not usually presented in the regular courses. (F, Sp)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 250,Days not available,,,,,,,,,,,
,,,,,,,17729,C S,3960,5,Honors Reading (HONORS),"Pan, Chongle",Jan 13 - May 9,3 out of 3,No Wait List
C S 3960-005 -Honors Reading (HONORS),,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Chongle Pan,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Consists of topics designated by the instructor in keeping with the student's major program. Covers materials not usually presented in the regular courses. (F, Sp)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 231,Days not available,,,,,,,,,,,
,,,,,,,17731,C S,3960,6,Honors Reading (HONORS),"Diochnos, Dimitrios",Jan 13 - May 9,3 out of 3,No Wait List
C S 3960-006 -Honors Reading (HONORS),,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Dimitrios Diochnos,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Consists of topics designated by the instructor in keeping with the student's major program. Covers materials not usually presented in the regular courses. (F, Sp)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 230,Days not available,,,,,,,,,,,
,,,,,,,17732,C S,3960,7,Honors Reading (HONORS),"Zhao, Shangqing",Jan 13 - May 9,3 out of 3,No Wait List
C S 3960-007 -Honors Reading (HONORS),,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Shangqing Zhao,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Consists of topics designated by the instructor in keeping with the student's major program. Covers materials not usually presented in the regular courses. (F, Sp)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 253,Days not available,,,,,,,,,,,
,,,,,,,17734,C S,3960,8,Honors Reading (HONORS),"Cao, Jie",Jan 13 - May 9,3 out of 3,No Wait List
C S 3960-008 -Honors Reading (HONORS),,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Jie Cao,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Consists of topics designated by the instructor in keeping with the student's major program. Covers materials not usually presented in the regular courses. (F, Sp)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 252,Days not available,,,,,,,,,,,
,,,,,,,17735,C S,3960,9,Honors Reading (HONORS),"Radhakrishnan, Sridhar",Jan 13 - May 9,3 out of 3,No Wait List
C S 3960-009 -Honors Reading (HONORS),,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Sridhar Radhakrishnan,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Consists of topics designated by the instructor in keeping with the student's major program. Covers materials not usually presented in the regular courses. (F, Sp)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 244,Days not available,,,,,,,,,,,
,,,,,,,17736,C S,3960,10,Honors Reading (HONORS),"Gruenwald, Gia-Loi",Jan 13 - May 9,3 out of 3,No Wait List
C S 3960-010 -Honors Reading (HONORS),,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Gia-Loi Gruenwald,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Consists of topics designated by the instructor in keeping with the student's major program. Covers materials not usually presented in the regular courses. (F, Sp)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 233,Days not available,,,,,,,,,,,
,,,,,,,17737,C S,3960,12,Honors Reading (HONORS),"Fang, Song",Jan 13 - May 9,3 out of 3,No Wait List
C S 3960-012 -Honors Reading (HONORS),,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Song Fang,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Consists of topics designated by the instructor in keeping with the student's major program. Covers materials not usually presented in the regular courses. (F, Sp)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 242,Days not available,,,,,,,,,,,
,,,,,,,17738,C S,3960,13,Honors Reading (HONORS),"Maiti, Anindya",Jan 13 - May 9,3 out of 3,No Wait List
C S 3960-013 -Honors Reading (HONORS),,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Anindya Maiti,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Consists of topics designated by the instructor in keeping with the student's major program. Covers materials not usually presented in the regular courses. (F, Sp)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall,Days not available,,,,,,,,,,,
,,,,,,,17739,C S,3960,15,Honors Reading (HONORS),"Cheng, Qi",Jan 13 - May 9,3 out of 3,No Wait List
C S 3960-015 -Honors Reading (HONORS),,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Qi Cheng,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Consists of topics designated by the instructor in keeping with the student's major program. Covers materials not usually presented in the regular courses. (F, Sp)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 254,Days not available,,,,,,,,,,,
,,,,,,,17740,C S,3960,16,Honors Reading (HONORS),"Habibi, Golnaz",Jan 13 - May 9,3 out of 3,No Wait List
C S 3960-016 -Honors Reading (HONORS),,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Golnaz Habibi,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Consists of topics designated by the instructor in keeping with the student's major program. Covers materials not usually presented in the regular courses. (F, Sp)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall,Days not available,,,,,,,,,,,
,,,,,,,17741,C S,3960,17,Honors Reading (HONORS),"Weaver, Christopher",Jan 13 - May 9,3 out of 3,No Wait List
C S 3960-017 -Honors Reading (HONORS),,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Christopher Weaver,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Consists of topics designated by the instructor in keeping with the student's major program. Covers materials not usually presented in the regular courses. (F, Sp)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 241,Days not available,,,,,,,,,,,
,,,,,,,17742,C S,3960,18,Honors Reading (HONORS),"Fagg, Andrew",Jan 13 - May 9,3 out of 3,No Wait List
C S 3960-018 -Honors Reading (HONORS),,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Andrew Fagg,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Consists of topics designated by the instructor in keeping with the student's major program. Covers materials not usually presented in the regular courses. (F, Sp)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 243,Days not available,,,,,,,,,,,
,,,,,,,17749,C S,3980,2,Honors Research (HONORS),"Ebert, David",Jan 13 - May 9,2 out of 3,No Wait List
C S 3980-002 -Honors Research (HONORS),,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
David Ebert,Seats Left:,2 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 232,Days not available,,,,,,,,,,,
,,,,,,,17750,C S,3980,3,Honors Research (HONORS),"Trytten, Deborah",Jan 13 - May 9,3 out of 3,No Wait List
C S 3980-003 -Honors Research (HONORS),,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Deborah Trytten,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 234,Days not available,,,,,,,,,,,
,,,,,,,17751,C S,3980,4,Honors Research (HONORS),"Atiquzzaman, Mohammed",Jan 13 - May 9,3 out of 3,No Wait List
C S 3980-004 -Honors Research (HONORS),,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Mohammed Atiquzzaman,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 250,Days not available,,,,,,,,,,,
,,,,,,,17754,C S,3980,5,Honors Research (HONORS),"Pan, Chongle",Jan 13 - May 9,3 out of 3,No Wait List
C S 3980-005 -Honors Research (HONORS),,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Chongle Pan,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 231,Days not available,,,,,,,,,,,
,,,,,,,17756,C S,3980,6,Honors Research (HONORS),"Diochnos, Dimitrios",Jan 13 - May 9,2 out of 3,No Wait List
C S 3980-006 -Honors Research (HONORS),,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Dimitrios Diochnos,Seats Left:,2 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 230,Days not available,,,,,,,,,,,
,,,,,,,17758,C S,3980,7,Honors Research (HONORS),"Zhao, Shangqing",Jan 13 - May 9,3 out of 3,No Wait List
C S 3980-007 -Honors Research (HONORS),,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Shangqing Zhao,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 253,Days not available,,,,,,,,,,,
,,,,,,,17760,C S,3980,8,Honors Research (HONORS),"Cao, Jie",Jan 13 - May 9,2 out of 3,No Wait List
C S 3980-008 -Honors Research (HONORS),,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Jie Cao,Seats Left:,2 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 252,Days not available,,,,,,,,,,,
,,,,,,,17761,C S,3980,9,Honors Research (HONORS),"Radhakrishnan, Sridhar",Jan 13 - May 9,3 out of 3,No Wait List
C S 3980-009 -Honors Research (HONORS),,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Sridhar Radhakrishnan,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 244,Days not available,,,,,,,,,,,
,,,,,,,17763,C S,3980,10,Honors Research (HONORS),"Gruenwald, Gia-Loi",Jan 13 - May 9,3 out of 3,No Wait List
C S 3980-010 -Honors Research (HONORS),,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Gia-Loi Gruenwald,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 233,Days not available,,,,,,,,,,,
,,,,,,,17765,C S,3980,12,Honors Research (HONORS),"Fang, Song",Jan 13 - May 9,3 out of 3,No Wait List
C S 3980-012 -Honors Research (HONORS),,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Song Fang,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 242,Days not available,,,,,,,,,,,
,,,,,,,17767,C S,3980,13,Honors Research (HONORS),"Maiti, Anindya",Jan 13 - May 9,3 out of 3,No Wait List
C S 3980-013 -Honors Research (HONORS),,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Anindya Maiti,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall,Days not available,,,,,,,,,,,
,,,,,,,43462,C S,3980,14,Honors Research (HONORS),"Lan, Chao",Jan 13 - May 9,2 out of 3,No Wait List
C S 3980-014 -Honors Research (HONORS),,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Chao Lan,Seats Left:,2 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,17769,C S,3980,15,Honors Research (HONORS),"Cheng, Qi",Jan 13 - May 9,3 out of 3,No Wait List
C S 3980-015 -Honors Research (HONORS),,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Qi Cheng,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 254,Days not available,,,,,,,,,,,
,,,,,,,17773,C S,3980,17,Honors Research (HONORS),"Weaver, Christopher",Jan 13 - May 9,2 out of 3,No Wait List
C S 3980-017 -Honors Research (HONORS),,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Christopher Weaver,Seats Left:,2 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 241,Days not available,,,,,,,,,,,
,,,,,,,17776,C S,3980,18,Honors Research (HONORS),"Fagg, Andrew",Jan 13 - May 9,3 out of 3,No Wait List
C S 3980-018 -Honors Research (HONORS),,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Andrew Fagg,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,17777,C S,3980,19,Honors Research (HONORS),"McGovern, Amy",Jan 13 - May 9,3 out of 3,No Wait List
C S 3980-019 -Honors Research (HONORS),,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Amy McGovern,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 251,Days not available,,,,,,,,,,,
,,,,,,,37488,C S,3980,20,Honors Research (HONORS),"Habibi, Golnaz",Jan 13 - May 9,3 out of 3,No Wait List
C S 3980-020 -Honors Research (HONORS),,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Golnaz Habibi,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,41269,C S,3980,21,Honors Research (HONORS),"Quadri, Ghulam",Jan 13 - May 9,3 out of 3,No Wait List
C S 3980-021 -Honors Research (HONORS),,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Ghulam Quadri,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,43039,C S,3980,22,Honors Research (HONORS),"Khanmohammadi, Sina",Jan 13 - May 9,3 out of 3,No Wait List
C S 3980-022 -Honors Research (HONORS),,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Sina Khanmohammadi,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
